Handle,Price,ImageSrc,Body,Vendor,Type,Tags,Color,VariantGrams,VariantInventoryTracker,VariantInventoryQty,ImageAltText,VariantImage,Style#,AVAILABLE_SIZES,SUGGESTED_PRICE,Category,Size,Weight,PieceCost,Size value,MSRP,front,back,FRONT FLAT,BACK FLAT,PRODUCT_MEASUREMENTS,DECORATION_SPEC_SHEET,barcode,Title,Hex,Style,Sorting helper,tag2
YST370,12.38,https://cdnm.sanmar.com/imglib/mresjpg/2014/f20/YST370_irongrey_model_front_122014.jpg,"With an all-over sublimated digital camo print and powerful moisture wicking, CamoHex delivers high performance and bold style for athletes and fans alike.<ul><li> 4-ounce, 100% polyester interlock </li><li> Tag-free label</li><li> Set-in sleeves</li></ul><p>*<em>Due to the nature of 100% polyester performance fabrics, special care must be taken throughout the screen printing process.</em></p>",Sport-Tek,0,"Youth,Activewear,T-Shirts",Iron Grey,0.18,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2014/f20/YST370_irongrey_model_front_122014.jpg,YST370,Youth Sizes: XS-XL,12.38,0,XS,0,8.19,1,12.38,https://cdnm.sanmar.com/imglib/mresjpg/2015/f22/YST370_forestgreen_model_front_122014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f22/YST370_forestgreen_model_back_122014.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2016/f3/YST370_forestgreen_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2016/f3/YST370_forestgreen_form_back.jpg ,YST370_productmeasurement.pdf,https://www.sanmar.com/p/6679/decorationSpecSheet,1.91E+11,Sport-Tek® Youth CamoHex Tee. YST370,0,YST370,YST370Iron Grey1,
YSTC26,7.38,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/YSTC26_black_flat_front.jpg,"This colorfast cap wicks moisture for breathable comfort and coordinates with our PosiCharge RacerMesh Polos, Tees and Visor.<ul><li> <b>Fabric </b> 100% polyester closed-hole flat back mesh with PosiCharge technology</li><li> <b>Structure</b> Structured</li><li> <b>Profile </b> Mid</li><li> <b>Closure</b> Micro hook and loop </li></ul><p><i>If applying sublimation, special care must be taken throughout the process. Contact your decorator for more details.</i></p>",Sport-Tek,0,"Youth,Caps",Black,0.19,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/YSTC26_black_flat_front.jpg,YSTC26,OSFA,7.38,0,OSFA,0,4.69,3,7.38,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/YSTC26_trueroyal_flat_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/YSTC26_trueroyal_back.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/YSTC26_trueroyal_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/YSTC26_trueroyal_back.jpg ,YSTC26_productmeasurement.pdf,https://www.sanmar.com/p/6739/decorationSpecSheet,1.91E+11,Sport-Tek® Youth PosiCharge® RacerMesh® Cap. YSTC26,0,YSTC26,YSTC26Black3,
YST340,9.98,https://cdnm.sanmar.com/imglib/mresjpg/2021/f6/YST340_black_model_front.jpg,"An unbeatable alternative to a jersey or interlock tee, our value-priced RacerMesh Tee will win you over with subtle mesh texture, moisture-wicking performance and color-preserving PosiCharge technology. Thanks to our ultra-fine flat back RacerMesh, this tee has unparalleled breathability.<ul><li> 3.8-ounce, 100% polyester flat back mesh with PosiCharge technology </li><li> Tag-free label</li><li> Set-in sleeves</li></ul><p><i>Given the extreme heat required for sublimation, please consult with your decorator. It is highly recommended to sample test product by color before production.</i></p>",Sport-Tek,0,"Youth,Activewear,T-Shirts",Black,0.19,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2021/f6/YST340_black_model_front.jpg,YST340,Youth Sizes: XS-XL,9.98,0,XS,0,4.99,1,7.98,https://cdnm.sanmar.com/imglib/mresjpg/2021/f6/YST340_white_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2021/f6/YST340_white_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f4/YST340_white_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f8/YST340_white_flat_back.jpg ,YST340_productmeasurement.pdf,https://www.sanmar.com/p/6745/decorationSpecSheet,1.91E+11,Sport-Tek® Youth PosiCharge® RacerMesh® Tee. YST340,0,YST340,YST340Black1,
YST235,31.98,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/YST235_blackdarksmokegrey_model_front_042015.jpg,"Bold colorblocking in the hood and on the sides make this anti-static pullover stand out from the crowd, while Sport-Wick moisture-wicking technology helps keep you cool and dry. <ul><li>5.5-ounce, 100% polyester</li><li> Three-panel hood</li> <li>Contrast self-fabric hood lining</li> <li>No drawcord at hood</li><li>Taped neck</li><li> Self-fabric cuffs and hem</li><li> Front pouch pocket</li></ul><p>*<em>Please note: This product is transitioning from woven labels to tag-free labels. Your order may contain a combination of both labels</em></p>",Sport-Tek,0,"Youth,Sweatshirts",Black/ Dark Smoke Grey,0.6,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/YST235_blackdarksmokegrey_model_front_042015.jpg,YST235,Youth Sizes: XS-XL,31.98,0,XS,0,19.99,1,31.98,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/YST235_dksmokegreynvay_model_front_042015.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f14/YST235_dksmokegreynavy_model_back_042015.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f15/YST235_darksmokegreynavy_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f15/YST235_darksmokegreynavy_form_back.jpg ,YST235_productmeasurement.pdf,https://www.sanmar.com/p/6915/decorationSpecSheet,1.91E+11,Sport-Tek® Youth Sport-Wick® Fleece Colorblock Hooded Pullover.  YST235,0,YST235,YST235Black/ Dark Smoke Grey1,
YST241,31.98,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/YST241_black_model_front_042015.jpg,"A classic jacket style created from our moisture-wicking, anti-static Sport-Wick fleece. Can pair with Sport-Wick Fleece Pants for a complete, unified look.<ul><li>5.5-ounce, 100% polyester</li><li> Cadet collar</li><li> Taped neck</li><li> Slash pockets</li><li> Self-fabric cuffs and hem</li></ul><p>*<em>Please note: This product is transitioning from woven labels to tag-free labels. Your order may contain a combination of both labels</em></p>",Sport-Tek,0,"Youth,Activewear,Sweatshirts,Full Zip Hoodie",Black,0.57,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/YST241_black_model_front_042015.jpg,YST241,Youth Sizes: XS-XL,31.98,0,XS,0,19.99,1,31.98,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/YST241_black_model_front_042015.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f14/YST241_black_model_back_042015.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f15/YST241_black_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f15/YST241_black_form_back.jpg ,YST241_productmeasurement.pdf,https://www.sanmar.com/p/6917/decorationSpecSheet,1.91E+11,Sport-Tek® Youth Sport-Wick® Fleece Full-Zip Jacket.  YST241,0,YST241,YST241Black1,
YST640,11.98,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/YST640_black_model_front_042015.jpg,"Thanks to our ultra-fine flat back RacerMesh, this polo has unparalleled breathability for superior cooling. PosiCharge technology locks in color and keeps logos crisp-making this value-priced essential a fan favorite all season long.<ul><li> 3.8-ounce, 100% polyester flat back mesh with PosiCharge technology </li><li> Tag-free label</li><li> Moisture-wicking</li><li> Flat knit collar</li><li> Taped neck</li><li> 3-button placket with dyed-to-match buttons</li><li> Set-in, open hem sleeves</li></ul><p><i>If applying sublimation, special care must be taken throughout the process. Contact your decorator for more details.</i></p>",Sport-Tek,0,"Youth,Polos/Knits",Black,0.25,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/YST640_black_model_front_042015.jpg,YST640,Youth Sizes: XS-XL,11.98,0,XS,0,7.99,1,11.98,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/YST640_black_model_front_042015.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f14/YST640_black_model_back_042015.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f12/YST640_black_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f15/YST640_black_form_back.jpg ,YST640_productmeasurement.pdf,https://www.sanmar.com/p/6967/decorationSpecSheet,1.91E+11,Sport-Tek® Youth PosiCharge® RacerMesh® Polo. YST640,0,YST640,YST640Black1,
YST239,36.98,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/YST239_blackdeepred_model_front_042015.jpg,"For maximum impact, our anti-static pullover has a sublimated CamoHex print strategically placed inside the hood and on the inner sleeves and side panels. Sport-Wick moisture-wicking technology helps keep you cool.<ul><li>5.5-ounce, 100% polyester</li><li> Three-panel hood </li><li> No drawcord at hood</li><li> Sublimated digital CamoHex print on inner sleeves, side panels and hood lining</li><li> Taped neck</li><li> Self-fabric cuffs and hem</li><li> Front pouch pocket</li></ul><p>*<em>Please note: This product is transitioning from woven labels to tag-free labels. Your order may contain a combination of both labels</em></p>",Sport-Tek,0,"Youth,Sweatshirts",Black/ Deep Red,0.57,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/YST239_blackdeepred_model_front_042015.jpg,YST239,Youth Sizes: XS-XL,36.98,0,XS,0,22.49,1,36.98,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/YST239_dksmokegreywhite_model_front_042015.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f14/YST239_dksmokegreywhite_model_back_042015.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f12/YST239_darksmokegreywhite_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f12/YST239_darksmokegreywhite_form_back.jpg ,YST239_productmeasurement.pdf,https://www.sanmar.com/p/7085/decorationSpecSheet,1.91E+11,Sport-Tek® Youth Sport-Wick® CamoHex Fleece Colorblock Hooded Pullover.  YST239,0,YST239,YST239Black/ Deep Red1,
YST240,36.98,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/YST240_dksmokegrey_model_front_042015.jpg,"It's CamoHex to the max with an all-over sublimated digital camo print in this anti-static, moisture-wicking pullover.<ul><li>5.5-ounce, 100% polyester</li><li> Three-panel hood</li><li> Solid self-fabric hood lining</li><li> No drawcord at hood</li><li> Taped neck</li><li> Self-fabric cuffs and hem</li><li> Front pouch pocket</li></ul><p>*<em>Please note: This product is transitioning from woven labels to tag-free labels. Your order may contain a combination of both labels</em></p>",Sport-Tek,0,"Youth,Sweatshirts",Dark Smoke Grey,0.52,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/YST240_dksmokegrey_model_front_042015.jpg,YST240,Youth Sizes: XS-XL,36.98,0,XS,0,22.49,1,36.98,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/YST240_dksmokegrey_model_front_042015.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f14/YST240_dksmokegrey_model_back_042015.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f12/YST240_darksmokegrey_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f12/YST240_darksmokegrey_form_back.jpg ,YST240_productmeasurement.pdf,https://www.sanmar.com/p/7086/decorationSpecSheet,1.91E+11,Sport-Tek® Youth Sport-Wick® CamoHex Fleece Hooded Pullover.  YST240,0,YST240,YST240Dark Smoke Grey1,
5400B,9.48,https://cdnm.sanmar.com/imglib/mresjpg/2015/f9/5400B_white_model_front_042015.jpg,"<ul><li> 5.3-ounce, 100% cotton  </li><li> 90/10 cotton/poly (Sport Grey) </li><li> Non-topstitched, classic width, rib collar</li><li> Taped neck and shoulders</li><li>Recycled, high-performing black tear-away label</li><li> Rib knit cuffs</li><li>Classic fit, side seamed</li></ul><p>Please note: This product is transitioning from tear-away labels to recycled, high-performing black tear-away labels. Your order may contain a combination of both labels.</p>",Gildan,0,"Youth,T-Shirts,Long Sleeve",White,0.23,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2015/f9/5400B_white_model_front_042015.jpg,5400B,Youth Sizes: XS-XL,9.48,0,XS,0,4.48,1,6.96,https://cdnm.sanmar.com/imglib/mresjpg/2015/f9/5400B_sportgrey_model_front_042015.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f12/5400B_sportgrey_model_back_042015.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f11/5400B_sportgrey_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f14/5400B_sportgrey_flat_back.jpg ,5400B_productmeasurement.pdf,https://www.sanmar.com/p/7118/decorationSpecSheet,8.22E+11,Gildan® Youth Heavy Cotton 100% Cotton Long Sleeve T-Shirt. 5400B,0,5400B,5400BWhite1,
PC381Y,6.16,https://cdnm.sanmar.com/imglib/mresjpg/2015/f10/PC381Y_charcoal_model_front_042015.jpg,"A soft cotton hand feel joins Dry Zone<sup>&#174;</sup> moisture-wicking technology for unbeatable comfort and performance.<ul><li>4.5-ounce, 65/35 poly/cotton</li><li> Removable tag for comfort and relabeling</li></ul>",Port & Company,0,"Youth,Activewear,T-Shirts",Charcoal,0.18,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2015/f10/PC381Y_charcoal_model_front_042015.jpg,PC381Y,Youth Sizes: XS-XL,6.16,0,XS,0,4.08,1,6.16,https://cdnm.sanmar.com/imglib/mresjpg/2015/f10/PC381Y_jetblack_model_front_042015.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f12/PC381Y_jetblack_model_back_042015.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f12/PC381Y_jetblack_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f15/PC381Y_jetblack_flat_back.jpg ,PC381Y_productmeasurement.pdf,https://www.sanmar.com/p/7050/decorationSpecSheet,1.91E+11,Port & Company® Youth Performance Blend Tee. PC381Y,0,PC381Y,PC381YCharcoal1,
YT201,10.98,https://cdnm.sanmar.com/imglib/mresjpg/2015/f25/YT201_hthrgreyblack_model_front_102015.jpg,"An authentic team look in soft, comfortable cotton.<ul><li> 5.2-ounce, 100% ring spun combed cotton</li><li> Tag-free label</li><li> Rib knit neck</li><li> Raglan sleeves</li><li> Curved hem</li></ul>",Sport-Tek,0,"Youth,Activewear,T-Shirts",Heather Grey/ Black,0.25,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2015/f25/YT201_hthrgreyblack_model_front_102015.jpg,YT201,Youth Sizes: XS-XL,10.98,0,XS,0,6.49,1,10.98,https://cdnm.sanmar.com/imglib/mresjpg/2015/f25/YT201_whiteblack_model_front_102015.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f25/YT201_whiteblack_model_back_102015.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f25/YT201_whiteblack_form_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f25/YT201_whiteblack_form_back.jpg ,YT201_productmeasurement.pdf,https://www.sanmar.com/p/7229/decorationSpecSheet,1.91E+11,Sport-Tek® Youth Short Sleeve Colorblock Raglan Jersey. YT201,0,YT201,YT201Heather Grey/ Black1,
YG503,17.98,https://cdnm.sanmar.com/imglib/mresjpg/2015/f26/YG503_black_model_front_012016.jpg,"This school uniforming classic features a rounded Peter Pan collar and is created in our silky smooth, wrinkle and shrink-resistant fabric. <ul><li> 5-ounce, 65/35 poly/cotton pique</li><li> Self-fabric collar</li><li> 2-button placket</li><li> Flat knit cuffs</li></ul>",Port Authority,0,"Youth,Polos/Knits",Black,0.27,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2015/f26/YG503_black_model_front_012016.jpg,YG503,Girls Sizes: XS-XL,17.98,0,XS,0,10.99,1,17.98,https://cdnm.sanmar.com/imglib/mresjpg/2015/f26/YG503_red_model_front_012016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f27/YG503_red_model_back_012016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f26/YG503_red_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2016/f2/YG503_red_flat_back.jpg ,YG503_productmeasurement.pdf,https://www.sanmar.com/p/7267/decorationSpecSheet,1.91E+11,Port Authority® Girls Silk Touch Peter Pan Collar Polo. YG503,0,YG503,YG503Black1,
PC55YRS,7.36,https://cdnm.sanmar.com/imglib/mresjpg/2021/f11/PC55YRS_athleticheatherjetblack_model_front.jpg,"A classic, moisture-wicking team look at a great value. <ul><li> 5.5-ounce, 50/50 cotton/poly</li><li> Made with up to 5% recycled polyester from plastic bottles</li><li> Removable tag for comfort and relabeling</li></ul>",Port & Company,0,"Youth,T-Shirts",Athletic Heather/ Jet Black,0.26,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2021/f11/PC55YRS_athleticheatherjetblack_model_front.jpg,PC55YRS,Youth Sizes: XS-XL,7.36,0,XS,0,4.68,1,7.36,https://cdnm.sanmar.com/imglib/mresjpg/2021/f11/PC55YRS_whiteroyal_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2021/f11/PC55YRS_whiteroyal_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f27/PC55YRS_whiteroyal_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f27/PC55YRS_whiteroyal_flat_back.jpg ,PC55YRS_productmeasurement.pdf,https://www.sanmar.com/p/7453/decorationSpecSheet,1.91E+11,Port & Company® Youth Core Blend 3/4-Sleeve Raglan Tee. PC55YRS,0,PC55YRS,PC55YRSAthletic Heather/ Jet Black1,
PC450Y,5.9,https://cdnm.sanmar.com/imglib/mresjpg/2015/f26/PC450Y_white_model_front_012016.jpg,"You'll be the biggest fan around of this 100% ring spun cotton tee.<ul><li> 4.5-ounce, 100% ring spun cotton, 30 singles</li><li> 90/10 cotton/poly (Athletic Heather)</li><li> 50/50 cotton/poly (Dark Heather Grey)</li><li> Removable tag for comfort and relabeling</li></ul>",Port & Company,0,"Youth,T-Shirts",White,0.18,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2015/f26/PC450Y_white_model_front_012016.jpg,PC450Y,Youth Sizes: XS-XL,5.9,0,XS,0,3.65,1,5.3,https://cdnm.sanmar.com/imglib/mresjpg/2015/f26/PC450Y_trueroyal_model_front_012016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2016/f1/PC450Y_trueroyal_model_back_012016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2015/f24/PC450Y_trueroyal_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2015/f24/PC450Y_trueroyal_flat_back.jpg ,PC450Y_productmeasurement.pdf,https://www.sanmar.com/p/7459/decorationSpecSheet,1.91E+11,Port & Company® Youth Fan Favorite Tee. PC450Y,0,PC450Y,PC450YWhite1,
8800B,12.3,https://cdnm.sanmar.com/imglib/mresjpg/2016/f4/8800B_black_model_front_012016.jpg,"<ul><li>6-ounce, 50/50 cotton/poly </li><li>DryBlend moisture-wicking properties  </li><li>Contoured welt collar and welt cuffs </li><li>Clean-finished placket with dyed-to-match buttons</li><li>Double-needle hem</li><li>Recycled, high-performing black tear-away label</li></ul><p>Please note: This product is transitioning from tear-away labels to recycled, high-performing black tear-away labels. Your order may contain a combination of both labels.</p>",Gildan,0,"Youth,Polos/Knits",Black,0.31,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2016/f4/8800B_black_model_front_012016.jpg,8800B,Youth Sizes: S-XL,12.3,0,S,0,8.15,2,12.3,https://cdnm.sanmar.com/imglib/mresjpg/2016/f4/8800B_sportgrey_model_front_012016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2016/f4/8800B_sportgrey_model_back_012016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2016/f4/8800B_sportgrey_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2016/f4/8800B_sportgrey_flat_back.jpg ,8800B_productmeasurement.pdf,https://www.sanmar.com/p/5323/decorationSpecSheet,8.22E+11,Gildan® Youth DryBlend® 6-Ounce Jersey Knit Sport Shirt. 8800B,0,8800B,8800BBlack2,
5100P,5.14,https://cdnm.sanmar.com/imglib/mresjpg/2020/f9/5100P_lightblue_model_front.jpg,"<ul><li>5.3-ounce, 100% US cotton</li><li>90/10 cotton/poly (Sport Grey)</li><li>Taped neck and shoulders</li><li>Recycled, high-performing black tear-away label</li><li>Classic fit</li><li>Side seamed</li></ul><p>Please note: This product is transitioning from tear-away labels to recycled, high-performing black tear-away labels. Your order may contain a combination of both labels.</p>",Gildan,0,"Toddler,T-Shirts",Light Blue,0.13,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2020/f9/5100P_lightblue_model_front.jpg,5100P,Toddler Sizes: 2T-6T,5.14,0,2T,0,3.57,1,5.14,https://cdnm.sanmar.com/imglib/mresjpg/2022/f13/5100P_navy_model_front.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2022/f13/5100P_navy_model_back.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2022/f14/5100P_navy_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2022/f14/5100P_navy_flat_back.jpg ,5100P_productmeasurement.pdf,https://www.sanmar.com/p/7764/decorationSpecSheet,8.22E+11,Gildan® Heavy Cotton Toddler T-Shirt 5100P,0,5100P,5100PLight Blue1,
Y100,12.98,https://cdnm.sanmar.com/imglib/mresjpg/2016/f22/Y100_burgundy_model_front_102016.jpg,"An indispensable polo for just about every uniforming need. Designed for everyday wear, this pique polo is made from a durable blend for lived-in comfort, traditional good looks and exceptional value.<ul><li> 4.4-ounce, 60/40 cotton/poly pique</li><li> Flat knit collar and cuffs</li><li> 2-button placket on XS-M</li><li> 3-button placket on L-XL</li><li> Dyed-to-match buttons</li><li> Side vents</li></ul>",Port Authority,0,"Youth,Polos/Knits",Burgundy,0.28,0,0,0,https://cdnm.sanmar.com/imglib/mresjpg/2016/f22/Y100_burgundy_model_front_102016.jpg,Y100,Youth Sizes: XS-XL,12.98,0,XS,0,8.49,1,12.98,https://cdnm.sanmar.com/imglib/mresjpg/2016/f22/Y100_richred_model_front_102016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2016/f23/Y100_richred_model_back_102016.jpg,https://cdnm.sanmar.com/imglib/mresjpg/2016/f22/Y100_richred_flat_front.jpg ,https://cdnm.sanmar.com/imglib/mresjpg/2016/f24/Y100_richred_flat_back.jpg ,Y100_productmeasurement.pdf,https://www.sanmar.com/p/8003/decorationSpecSheet,1.91E+11,Port Authority® Youth Core Classic Pique Polo. Y100,0,Y100,Y100Burgundy1,
